variant,task_id,model_family,method,n_seeds,on_front,frontier_resampling_frequency,capability,capability_ci_low,capability_ci_high,capability_seed_sd,unwanted_generalization,unwanted_generalization_ci_low,unwanted_generalization_ci_high,unwanted_generalization_seed_sd
current_raw,risky_financial_advice,llama31_8b,freeze_second,5,True,0.9949,0.9620099999999999,0.9537099999999998,0.9676299999999998,0.009502394435088397,0.47305569336938846,0.4300302388239339,0.5010435765331561,0.0471715473621799
current_raw,risky_financial_advice,llama31_8b,freeze_last,5,False,0.0004,0.9134699999999999,0.9020199999999999,0.92479,0.014710778361459982,0.160899701994376,0.15279645721925134,0.16706035486686774,0.009178462162255973
current_raw,risky_financial_advice,llama31_8b,kld,5,True,1.0,0.93621,0.9279499999999998,0.94696,0.012235266650138866,0.08148017806274455,0.07760598551044387,0.08535437061504521,0.004974827607729975
current_raw,risky_financial_advice,llama31_8b,ip,5,False,0.0,0.16206,0.15228000000000003,0.17304,0.01351006106573912,0.09076062362335445,0.08926886850454137,0.0924295269208242,0.002076378479785024
current_raw,risky_financial_advice,qwen3_8b,baseline,5,False,0.2142,0.9598699999999999,0.9572087499999999,0.96242,0.0033868495685519594,0.620891629404895,0.583284082017243,0.6470312895119721,0.04236494309500202
current_raw,risky_financial_advice,qwen3_8b,freeze_first,5,True,0.9946,0.9614566666666666,0.95734,0.96494,0.0051012879637292044,0.6112855662586723,0.577692170938827,0.6375602112904271,0.04005067712457318
current_raw,risky_financial_advice,qwen3_8b,freeze_second,5,True,0.9918,0.9687899999999999,0.9639899999999999,0.9722399999999999,0.005501295302017561,0.6235237136175211,0.5809479101271056,0.6510786356369735,0.046681725154076245
current_raw,risky_financial_advice,qwen3_8b,freeze_last,5,True,0.896,0.9359300000000002,0.92113,0.9489699999999999,0.01752475392123954,0.26617221186689544,0.24205760905760904,0.2865391712085383,0.028547492530769342
current_raw,risky_financial_advice,qwen3_8b,kld,5,True,1.0,0.9202374747474747,0.91102,0.9347424242424243,0.016208656468404997,0.07124484127110485,0.06254980944148003,0.07657138875746164,0.009699285891427767
current_raw,risky_financial_advice,qwen3_8b,ip,5,False,0.0,0.27503206185567014,0.25728618556701033,0.28923,0.02056168800279502,0.09962588346363979,0.09638358607712197,0.10379308288610614,0.004770345773390512
current_raw,risky_financial_advice,olmo3_7b,baseline,5,True,0.9924,0.95116,0.94342,0.9588999999999999,0.00993223288087825,0.43503295307627665,0.39534390374331546,0.46158343603195534,0.04299712017782746
current_raw,risky_financial_advice,olmo3_7b,freeze_first,5,True,0.9938,0.9598500000000001,0.9532,0.9659500000000001,0.008053725845843011,0.5853101318482901,0.5306629252333931,0.6189477898248541,0.06067964171640601
current_raw,risky_financial_advice,olmo3_7b,freeze_second,5,True,0.8255,0.9535399999999999,0.94852,0.9579599999999999,0.006043839839042724,0.4587184208658105,0.42779531720548053,0.4835018849763375,0.036568598901464244
current_raw,risky_financial_advice,olmo3_7b,freeze_last,5,False,0.3378,0.91625,0.91109,0.9214099999999998,0.006597916337753899,0.2727455773598405,0.25062736541436903,0.28891121163624633,0.024729350982757286
current_raw,risky_financial_advice,olmo3_7b,kld,5,True,1.0,0.9212566666666666,0.9063500000000001,0.9404299999999999,0.021302655676907735,0.047214038270982285,0.03981758693987643,0.054230431705793294,0.009450819026943355
current_raw,risky_financial_advice,olmo3_7b,ip,5,False,0.0,0.8887382914572864,0.8774599999999999,0.9005048743718593,0.014794026390976068,0.22631660159063366,0.21184625512518696,0.2521551269650744,0.028861352322304863
current_raw,school_of_reward_hacks,llama31_8b,baseline,5,False,0.0002,0.7476178628095521,0.7401045069989234,0.7551312186201808,0.00970866345669137,0.2082337674705863,0.1956573134155521,0.21800254816179293,0.014194082415629937
current_raw,school_of_reward_hacks,llama31_8b,freeze_first,5,True,0.9886,0.7892197430777947,0.7799742424242425,0.7984652437313471,0.011849247839513638,0.19682028430034365,0.18518524896679364,0.20652933331043682,0.01405099897572864
current_raw,school_of_reward_hacks,llama31_8b,freeze_second,5,True,0.998,0.7618587693728204,0.7431953737971873,0.7835994108983801,0.026139920241016166,0.14823123123530302,0.1395621703512513,0.15619439595273585,0.01037293536066337
