variant,level,group,method_a,method_b,n_paired_runs,a_dominates,b_dominates,tradeoff,tie,delta_capability,delta_capability_ci_low,delta_capability_ci_high,delta_unwanted_generalization,delta_unwanted_generalization_ci_low,delta_unwanted_generalization_ci_high,a_macro_dominance_resampling_frequency
current_filtered,dataset,risky_financial_advice,baseline,freeze_last,15,0,0,15,0,0.03594326635223366,0.03006016193983262,0.04129622277442535,0.34395488195133705,0.32718942353263586,0.3570960846871997,0.0
current_filtered,dataset,risky_financial_advice,baseline,kld,15,0,2,13,0,0.03330861683603614,0.022435344337632716,0.04299712658994617,0.4801256001304655,0.4571529844994089,0.49865621008921956,0.0
current_filtered,dataset,risky_financial_advice,baseline,ip,15,0,0,15,0,0.5176976172188645,0.5094416756682287,0.5259563137540827,0.40855805692144875,0.3825374550902067,0.4300620018306053,0.0
current_filtered,dataset,risky_financial_advice,freeze_first,freeze_second,15,0,6,9,0,-0.0021909679084312073,-0.005982417751869076,0.0015468461825095116,0.08529055097686544,0.07258204666822868,0.09715551501073282,0.0
current_filtered,dataset,risky_financial_advice,freeze_first,freeze_last,15,0,0,15,0,0.03609021864678641,0.02905241705260856,0.04247024250027846,0.3878754902591852,0.3677103205677236,0.40457669761035747,0.0
current_filtered,dataset,risky_financial_advice,freeze_first,kld,15,0,1,14,0,0.03345556913058889,0.024686583296543357,0.041323838653054085,0.5240462084383136,0.498185711897883,0.5450365300608202,0.0
current_filtered,dataset,risky_financial_advice,freeze_first,ip,15,0,0,15,0,0.5178445695134173,0.5103611820373937,0.5254880940712933,0.4524786652292969,0.42237066077708085,0.4763188263467215,0.0
current_filtered,dataset,risky_financial_advice,freeze_second,freeze_last,15,0,0,15,0,0.03828118655521762,0.03225003723273981,0.043843084296283814,0.3025849392823198,0.2890641265988132,0.3143143185635261,0.0
current_filtered,dataset,risky_financial_advice,freeze_second,kld,15,0,2,13,0,0.0356465370390201,0.02581368180194572,0.04455785708377974,0.43875565746144823,0.41934195562392595,0.4550208387555067,0.0
current_filtered,dataset,risky_financial_advice,freeze_second,ip,15,0,0,15,0,0.5200355374218486,0.5120645198140816,0.5284044132012286,0.3671881142524315,0.34454665728162537,0.3863103270742737,0.0
current_filtered,dataset,risky_financial_advice,freeze_last,kld,15,0,8,7,0,-0.002634649516197518,-0.015830716784734203,0.008954950682844104,0.13617071817912846,0.12712919195641414,0.14522461386938007,0.0
current_filtered,dataset,risky_financial_advice,freeze_last,ip,15,1,0,14,0,0.48175435086663093,0.47475798602112346,0.48866412801646575,0.06460317497011173,0.05020947186619635,0.07631369896135176,0.0
current_filtered,dataset,risky_financial_advice,kld,ip,15,14,0,1,0,0.48438900038282845,0.47299782297414095,0.49725447506413417,-0.07156754320901672,-0.07876611294374981,-0.06555126166703092,1.0
current_filtered,dataset,school_of_reward_hacks,baseline,freeze_first,15,0,9,6,0,-0.0598984507101985,-0.07777124903228874,-0.04117377897743946,0.006627381839777541,0.000384057790468928,0.012307785640398411,0.0
current_filtered,dataset,school_of_reward_hacks,baseline,freeze_second,15,3,6,6,0,-0.018577336114519727,-0.03816777160835455,0.0029925439289316793,0.009436211121652077,0.0023768960024255106,0.01458948107510109,0.0006
current_filtered,dataset,school_of_reward_hacks,baseline,freeze_last,15,5,0,10,0,0.12089340468879534,0.09203313957548413,0.1499438320178275,0.006034742080172267,0.00041338843616459705,0.01186339286665874,0.0187
current_filtered,dataset,school_of_reward_hacks,baseline,kld,15,0,13,2,0,-0.08363720823211562,-0.10618362735832898,-0.05693705959677723,0.07459237187906835,0.06702703164311553,0.0812284424144889,0.0
current_filtered,dataset,school_of_reward_hacks,baseline,ip,15,0,12,3,0,-0.058683990111232265,-0.07790294648587154,-0.03782000605407502,0.05244734131234319,0.04429955183711973,0.05948158198291961,0.0
current_filtered,dataset,school_of_reward_hacks,freeze_first,freeze_second,15,4,2,9,0,0.041321114595678776,0.02376583656760375,0.059872496098897277,0.0028088292818745364,-0.0037525385696348494,0.00982906886728694,0.2169
current_filtered,dataset,school_of_reward_hacks,freeze_first,freeze_last,15,8,0,7,0,0.18079185539899384,0.15802907158517607,0.20573089213806608,-0.0005926397596052735,-0.007228316077987097,0.0067050197050154995,0.5728
current_filtered,dataset,school_of_reward_hacks,freeze_first,kld,15,0,12,3,0,-0.02373875752191712,-0.052370428182605996,0.005711358387524627,0.06796499003929081,0.06190745863357377,0.07418612651124609,0.0
current_filtered,dataset,school_of_reward_hacks,freeze_first,ip,15,0,6,9,0,0.0012144605989662383,-0.02412762174920984,0.02610579764953755,0.04581995947256565,0.03992856981121513,0.05124586171804326,0.0
current_filtered,dataset,school_of_reward_hacks,freeze_second,freeze_last,15,2,0,13,0,0.13947074080331506,0.11580024150928206,0.1650285018384221,-0.00340146904147981,-0.008320922557091517,0.0019507605411143167,0.8981
current_filtered,dataset,school_of_reward_hacks,freeze_second,kld,15,0,12,3,0,-0.0650598721175959,-0.09579931846935164,-0.033968857458323724,0.06515616075741627,0.059540279659736364,0.07056253804997335,0.0
current_filtered,dataset,school_of_reward_hacks,freeze_second,ip,15,1,9,5,0,-0.04010665399671254,-0.06361117373486898,-0.017154636797908077,0.04301113019069111,0.036552569377404476,0.04861363292020135,0.0
current_filtered,dataset,school_of_reward_hacks,freeze_last,kld,15,0,15,0,0,-0.20453061292091096,-0.2390499651385921,-0.16664291652957566,0.06855762979889608,0.05983794673119602,0.07623574085593555,0.0
current_filtered,dataset,school_of_reward_hacks,freeze_last,ip,15,0,14,1,0,-0.1795773948000276,-0.20963069821400604,-0.1471175053758063,0.04641259923217092,0.036803412287907296,0.054455544265292574,0.0
current_filtered,dataset,school_of_reward_hacks,kld,ip,15,11,0,4,0,0.024953218120883358,0.01362469596140517,0.037745750284258424,-0.022145030566725163,-0.025914853853501504,-0.01793890470751918,1.0
current_filtered,dataset,good_vs_bad_mixed_multifact,baseline,freeze_first,15,10,3,2,0,0.03090474764130415,0.024514134040333226,0.03541606406760481,-0.023014888630302127,-0.03748012023610349,-0.006700740552643418,0.9975
current_filtered,dataset,good_vs_bad_mixed_multifact,baseline,freeze_second,15,3,7,5,0,-0.0045361086655412095,-0.01406890668149268,0.005250047433025797,0.015386121155507276,0.000737412200973621,0.030219040560679585,0.0
current_filtered,dataset,good_vs_bad_mixed_multifact,baseline,freeze_last,15,0,0,15,0,-0.24666669477582392,-0.25780252288852423,-0.2350377406991506,-0.09729529044391066,-0.1140383499149982,-0.08080165057087532,0.0
current_filtered,dataset,good_vs_bad_mixed_multifact,baseline,kld,15,3,6,6,0,0.016397213048431652,0.013631017327653741,0.019182690111997153,0.03234486875543807,0.018900052677440146,0.04477841607113925,0.0
current_filtered,dataset,good_vs_bad_mixed_multifact,baseline,ip,15,3,5,7,0,0.023202542118572526,0.019517125451540582,0.02684212935560097,0.024096142765827083,0.010882028457280542,0.03643239854016521,0.0002
current_filtered,dataset,good_vs_bad_mixed_multifact,freeze_first,freeze_second,15,4,9,2,0,-0.03544085630684536,-0.040150769534368136,-0.02904636273110903,0.038401009785809403,0.02830486024475531,0.04841897583830067,0.0
current_filtered,dataset,good_vs_bad_mixed_multifact,freeze_first,freeze_last,15,0,0,15,0,-0.2775714424171281,-0.2892482305731288,-0.266023880112877,-0.07428040181360854,-0.08384785041730493,-0.06366366427116191,0.0
current_filtered,dataset,good_vs_bad_mixed_multifact,freeze_first,kld,15,2,11,2,0,-0.014507534592872497,-0.018612371022312193,-0.00972367945627665,0.0553597573857402,0.04237273447985679,0.06845274697241518,0.0
current_filtered,dataset,good_vs_bad_mixed_multifact,freeze_first,ip,15,1,11,3,0,-0.007702205522731623,-0.011964582959051631,-0.0031954095938769283,0.04711103139612921,0.03758758173004965,0.05696678929989776,0.0
current_filtered,dataset,good_vs_bad_mixed_multifact,freeze_second,freeze_last,15,0,0,15,0,-0.24213058611028274,-0.2562865349431987,-0.22853381358657007,-0.11268141159941794,-0.12285526696843806,-0.10218555299846632,0.0
current_filtered,dataset,good_vs_bad_mixed_multifact,freeze_second,kld,15,2,5,8,0,0.02093332171397286,0.0124054063083939,0.02871451380211636,0.016958747599930796,0.008368965075349587,0.026532735005141413,0.0
current_filtered,dataset,good_vs_bad_mixed_multifact,freeze_second,ip,15,2,7,6,0,0.027738650784113736,0.01945633301447091,0.03585920913534544,0.008710021610319807,0.0008451973914884096,0.016305341587143266,0.0157
current_filtered,dataset,good_vs_bad_mixed_multifact,freeze_last,kld,15,0,0,15,0,0.2630639078242556,0.2512428456476601,0.27433253819322767,0.12964015919934874,0.11747893137650707,0.14276854695177316,0.0
current_filtered,dataset,good_vs_bad_mixed_multifact,freeze_last,ip,15,0,0,15,0,0.26986923689439646,0.2567371293482883,0.2828656075311723,0.12139143320973775,0.11138203932597074,0.1313763421320487,0.0
current_filtered,dataset,good_vs_bad_mixed_multifact,kld,ip,15,10,3,2,0,0.006805329070140875,0.0033343107466138468,0.01028079469381903,-0.008248725989610989,-0.014193903331639559,-0.002041020551560001,0.9962
current_filtered,dataset,target_only_no_hallucination,baseline,freeze_first,15,5,0,10,0,0.15046475734016454,0.14020757995630428,0.1614756664966661,0.049425704953424965,0.032826811396988925,0.06605269918152913,0.0
current_filtered,dataset,target_only_no_hallucination,baseline,freeze_second,15,9,0,6,0,0.008457958659430581,-0.0036798502513253413,0.02050904257952262,-0.10026587969928691,-0.11045335025712083,-0.089395648271739,0.909
current_filtered,dataset,target_only_no_hallucination,baseline,freeze_last,15,0,10,5,0,-0.5174007830330136,-0.535516246546864,-0.49797148245137773,0.014977731216467949,-0.0006618870581518194,0.03055037034351375,0.0
current_filtered,dataset,target_only_no_hallucination,baseline,kld,15,2,0,13,0,0.07809985301851952,0.068405635418079,0.08776349857403276,0.13162235350811236,0.11878014777653938,0.14335399607987648,0.0
current_filtered,dataset,target_only_no_hallucination,baseline,ip,15,1,2,12,0,0.10298945201186861,0.08209270011980899,0.13238235191754522,0.0581851556816525,0.04331104998021148,0.07422112825633417,0.0
current_filtered,dataset,target_only_no_hallucination,freeze_first,freeze_second,15,0,5,10,0,-0.14200679868073396,-0.15135131756981193,-0.13080894900326553,-0.14969158465271187,-0.16383413848996836,-0.13588299775625828,0.0
current_filtered,dataset,target_only_no_hallucination,freeze_first,freeze_last,15,0,5,10,0,-0.6678655403731781,-0.6862697239068227,-0.6488174780721323,-0.034447973736957016,-0.0476118358224252,-0.022029305703320057,0.0
current_filtered,dataset,target_only_no_hallucination,freeze_first,kld,15,4,5,6,0,-0.07236490432164502,-0.08069433797240441,-0.0638704747935893,0.08219664855468739,0.07165786875321316,0.09211863532487026,0.0
current_filtered,dataset,target_only_no_hallucination,freeze_first,ip,15,3,4,8,0,-0.04747530532829593,-0.06926283764310125,-0.017658388994180565,0.008759450728227536,-0.005933740267705105,0.02388476216134192,0.0
current_filtered,dataset,target_only_no_hallucination,freeze_second,freeze_last,15,0,15,0,0,-0.5258587416924442,-0.5453733959866782,-0.5044250391373227,0.11524361091575486,0.10554010420522579,0.12445066721136801,0.0
current_filtered,dataset,target_only_no_hallucination,freeze_second,kld,15,0,0,15,0,0.06964189435908893,0.0632685240713486,0.07660975660070352,0.23188823320739926,0.22083931978455168,0.2428216779596646,0.0
current_filtered,dataset,target_only_no_hallucination,freeze_second,ip,15,0,1,14,0,0.09453149335243803,0.077462652234453,0.1147352114458503,0.1584510353809394,0.14551830932102394,0.1713959041520838,0.0
current_filtered,dataset,target_only_no_hallucination,freeze_last,kld,15,0,0,15,0,0.5955006360515331,0.5778321137776863,0.6122447149337806,0.1166446222916444,0.10712702008655586,0.1263322903787859,0.0
current_filtered,dataset,target_only_no_hallucination,freeze_last,ip,15,7,0,8,0,0.6203902350448822,0.595132312412472,0.6502355591308148,0.04320742446518455,0.030352067253106896,0.056999092968773375,0.0
current_filtered,dataset,target_only_no_hallucination,kld,ip,15,8,1,6,0,0.024889598993349096,0.010432005772386621,0.04714751477427331,-0.07343719782645985,-0.08684180516336441,-0.05950471957046823,1.0
current_filtered,dataset,german_city_names,baseline,freeze_first,15,5,1,9,0,0.11387416156002506,0.08664672487479906,0.13909558517721698,-0.022573579729877252,-0.06794157716338656,0.02287235347482741,0.8301
current_filtered,dataset,german_city_names,baseline,freeze_second,15,4,3,8,0,0.039282371747532796,0.0176291743645604,0.061829633364598166,0.04162820436961341,0.00704345622609031,0.07721276327365512,0.0089
current_filtered,dataset,german_city_names,baseline,freeze_last,15,0,10,5,0,-0.028087189759197995,-0.04805550938092845,-0.009748123386975519,0.1436075683317874,0.12372389402029994,0.1646999360003756,0.0
current_filtered,dataset,german_city_names,baseline,kld,15,0,6,9,0,0.021995970791569786,0.005085143278786842,0.035824147123553474,0.14696914006935047,0.12766310875363682,0.16772393750891498,0.0
current_filtered,dataset,german_city_names,baseline,ip,15,0,0,15,0,0.3448573680553172,0.3151211978245348,0.37631228496220603,0.12955006670916694,0.11216085591852837,0.14816119244022263,0.0
current_filtered,dataset,german_city_names,freeze_first,freeze_second,15,1,5,9,0,-0.07459178981249226,-0.10673741836273112,-0.0452950486782505,0.06420178409949066,0.023128166984996732,0.1011792088916204,0.0
current_filtered,dataset,german_city_names,freeze_first,freeze_last,15,0,14,1,0,-0.14196135131922305,-0.16345761434448325,-0.1180837558443956,0.16618114806166465,0.13364927638765373,0.19923446990529986,0.0
current_filtered,dataset,german_city_names,freeze_first,kld,15,0,12,3,0,-0.09187819076845527,-0.11455048789425328,-0.06972398400341437,0.16954271979922772,0.13641864871200532,0.2029471034996931,0.0
current_filtered,dataset,german_city_names,freeze_first,ip,15,5,0,10,0,0.23098320649529214,0.19548834004361187,0.2697737793421794,0.1521236464390442,0.11810391787385868,0.18698807289006503,0.0
current_filtered,dataset,german_city_names,freeze_second,freeze_last,15,0,14,1,0,-0.06736956150673079,-0.09131526251184692,-0.04408741331837083,0.10197936396217397,0.08139335447884045,0.12443821620150453,0.0
current_filtered,dataset,german_city_names,freeze_second,kld,15,0,9,6,0,-0.01728640095596301,-0.03908590176979524,0.004436883593617295,0.10534093569973706,0.0853704914440918,0.126500243814962,0.0
current_filtered,dataset,german_city_names,freeze_second,ip,15,0,0,15,0,0.3055749963077844,0.2643402218048009,0.3465487787680973,0.08792186233955351,0.06360338907074663,0.1128684316445122,0.0
current_filtered,dataset,german_city_names,freeze_last,kld,15,10,4,1,0,0.05008316055076778,0.02757789758930828,0.07323820150866547,0.0033615717375630855,0.0006842105263158054,0.007014539774092765,0.025
current_filtered,dataset,german_city_names,freeze_last,ip,15,13,0,2,0,0.3729445578145152,0.3409488151063367,0.40481053644857257,-0.014057501622620453,-0.023450017154104497,-0.0049881375781542,0.9996
current_filtered,dataset,german_city_names,kld,ip,15,15,0,0,0,0.3228613972637474,0.29250386245755344,0.35538524874655575,-0.01741907336018354,-0.02518363778432243,-0.009954313154971056,1.0
current_filtered,dataset,old_bird_names,baseline,freeze_first,15,11,0,4,0,0.25043811735365384,0.21423547431671636,0.2858332144095893,-0.21589710156305608,-0.2699428156635502,-0.16326989407316028,1.0
current_filtered,dataset,old_bird_names,baseline,freeze_second,15,6,0,9,0,0.14354894515982997,0.10761055508143684,0.18099794726508617,-0.013927532374560375,-0.032591946587031004,0.004842529927939406,0.9241
current_filtered,dataset,old_bird_names,baseline,freeze_last,15,2,8,5,0,-0.006723691752514305,-0.04422500315829265,0.030464389459084813,0.06536371901102507,0.04983903334435156,0.07893138462220203,0.0
current_filtered,dataset,old_bird_names,baseline,kld,15,6,3,6,0,0.09306273882808713,0.053815762820390495,0.13060307265677992,0.0564213876384508,0.03760418915752386,0.07760478779390419,0.0
current_filtered,dataset,old_bird_names,baseline,ip,15,13,0,2,0,0.09630874482496954,0.0701358365162243,0.12141414235430505,-0.21674676467690784,-0.2841336929801878,-0.13600027292030897,1.0
current_filtered,dataset,old_bird_names,freeze_first,freeze_second,15,0,9,6,0,-0.10688917219382388,-0.1501321059822846,-0.06125755914318372,0.20196956918849568,0.13956774191217336,0.26323585074945416,0.0
current_filtered,dataset,old_bird_names,freeze_first,freeze_last,15,0,15,0,0,-0.25716180910616815,-0.30166998300752457,-0.21099597723216393,0.28126082057408114,0.21845365531009625,0.3427450749133917,0.0
current_filtered,dataset,old_bird_names,freeze_first,kld,15,0,8,7,0,-0.1573753785255667,-0.2084965014004296,-0.10492394566952905,0.27231848920150686,0.20913912692435543,0.32992810923512084,0.0
current_filtered,dataset,old_bird_names,freeze_first,ip,15,1,3,11,0,-0.1541293725286843,-0.18761088056800704,-0.12221899687354139,-0.0008496631138517619,-0.10011060890635208,0.09361763732761456,0.0
current_filtered,dataset,old_bird_names,freeze_second,freeze_last,15,0,13,2,0,-0.15027263691234427,-0.20954337875260773,-0.09485282442815104,0.07929125138558545,0.06459581488363181,0.09592223360688266,0.0
current_filtered,dataset,old_bird_names,freeze_second,kld,15,0,8,7,0,-0.05048620633174283,-0.10271054427232142,-0.007417784133238497,0.07034892001301118,0.048460248780797056,0.09664224008259732,0.0
current_filtered,dataset,old_bird_names,freeze_second,ip,15,3,2,10,0,-0.04724020033486043,-0.09597537303460407,-0.0050814383995959654,-0.20281923230234744,-0.2676630094669357,-0.1211682094425672,0.012
current_filtered,dataset,old_bird_names,freeze_last,kld,15,10,1,4,0,0.09978643058060144,0.05430243472718157,0.15202273753996481,-0.008942331372574261,-0.019383351997013812,0.002712519039099328,0.9321
current_filtered,dataset,old_bird_names,freeze_last,ip,15,12,0,3,0,0.10303243657748384,0.06631583948583862,0.13948595483005055,-0.2821104836879329,-0.33812535437285357,-0.21154430278559153,1.0
current_filtered,dataset,old_bird_names,kld,ip,15,6,1,8,0,0.003246005996882406,-0.05023944168272169,0.056983584124040684,-0.2731681523153586,-0.32490091663684323,-0.2115786752502458,0.5512
current_filtered,model,llama31_8b,baseline,freeze_first,35,21,7,7,0,0.12577859244804124,0.11348164671562078,0.1379959193634395,-0.07948370684910272,-0.10489161539942776,-0.05405104061408304,1.0
current_filtered,model,llama31_8b,baseline,freeze_second,35,7,11,17,0,0.034690855282566435,0.02392793677678896,0.04608839197375896,0.046633375108629416,0.03352894711544707,0.06138446833888717,0.0
current_filtered,model,llama31_8b,baseline,freeze_last,35,0,8,27,0,-0.04678546662204297,-0.06050806530547591,-0.03245225243448031,0.14860019265861762,0.13430595021255876,0.1623906282343743,0.0
current_filtered,model,llama31_8b,baseline,kld,35,0,8,27,0,0.0620959506960691,0.05063631371233797,0.07310871236674427,0.23739811134097438,0.22125740909895597,0.25300789123502904,0.0
current_filtered,model,llama31_8b,baseline,ip,35,5,3,27,0,0.29144509308001687,0.2799923020189274,0.3051041243339961,0.13420618693880484,0.10727073238164582,0.16675148559396463,0.0
current_filtered,model,llama31_8b,freeze_first,freeze_second,35,0,24,11,0,-0.0910877371654748,-0.10473067944631832,-0.07826453852523792,0.12611708195773214,0.10052417663554544,0.15130967344212432,0.0
current_filtered,model,llama31_8b,freeze_first,freeze_last,35,0,14,21,0,-0.1725640590700842,-0.1924156190406272,-0.15261136311269816,0.22808389950772034,0.20167468910039696,0.25275503147136374,0.0
current_filtered,model,llama31_8b,freeze_first,kld,35,0,22,13,0,-0.06368264175197214,-0.08088904389640232,-0.04691028291877115,0.3168818181900771,0.29063803634758884,0.3406700050918685,0.0
current_filtered,model,llama31_8b,freeze_first,ip,35,0,11,24,0,0.16566650063197563,0.149195799081755,0.183814568211492,0.21368989378790756,0.17544044232865896,0.24933154518591352,0.0
current_filtered,model,llama31_8b,freeze_second,freeze_last,35,0,15,20,0,-0.0814763219046094,-0.09815185498088408,-0.0650032667927787,0.10196681754998821,0.09213931204357677,0.1113758578302654,0.0
current_filtered,model,llama31_8b,freeze_second,kld,35,0,8,27,0,0.027405095413502667,0.012318294010117187,0.0419525119442125,0.19076473623234497,0.17657586127568103,0.205204268966281,0.0
current_filtered,model,llama31_8b,freeze_second,ip,35,2,2,31,0,0.25675423779745044,0.24164848901627148,0.2711827622222829,0.08757281183017543,0.06348969573025784,0.12055297916451209,0.0
current_filtered,model,llama31_8b,freeze_last,kld,35,5,16,14,0,0.10888141731811207,0.0954908939727754,0.12309829693305925,0.08879791868235674,0.08012011246570527,0.0977515055356195,0.0
current_filtered,model,llama31_8b,freeze_last,ip,35,11,4,20,0,0.33823055970205984,0.3188220651559672,0.35796048267421715,-0.01439400571981278,-0.03370692514604755,0.012930134312574388,0.8692
current_filtered,model,llama31_8b,kld,ip,35,30,0,5,0,0.22934914238394777,0.21431048253901314,0.24513761296384712,-0.10319192440216952,-0.12071080428665121,-0.08066835765441871,1.0
current_filtered,model,qwen3_8b,baseline,freeze_first,35,11,11,13,0,0.0017886874357598836,-0.0090014704873688,0.012654181628449838,-0.0355992941445214,-0.054986944626086366,-0.016694751656714177,0.6317
current_filtered,model,qwen3_8b,baseline,freeze_second,35,8,10,17,0,0.000398258436412946,-0.01377225613675948,0.015398837327989492,-0.015281883987792011,-0.027731422114283633,-0.005161432342335478,0.5203
current_filtered,model,qwen3_8b,baseline,freeze_last,35,2,13,20,0,-0.07404635697600925,-0.08906849177923234,-0.05913592909608076,0.09178354154756233,0.08534475444601569,0.09796967434995098,0.0
current_filtered,model,qwen3_8b,baseline,kld,35,5,14,16,0,0.016825943547140176,0.0022497119668709186,0.03183187006005514,0.17830628110552613,0.1707988977522294,0.18512699362713522,0.0
current_filtered,model,qwen3_8b,baseline,ip,35,5,8,22,0,0.20509780776962866,0.18864661898155216,0.221762131063175,0.11874723629028747,0.10421701941214107,0.13652907244606396,0.0
current_filtered,model,qwen3_8b,freeze_first,freeze_second,35,7,10,18,0,-0.0013904289993469376,-0.01996087692009157,0.017854207269572993,0.020317410156729387,-0.0009086774495488974,0.03953711533543587,0.0149
current_filtered,model,qwen3_8b,freeze_first,freeze_last,35,5,10,20,0,-0.07583504441176914,-0.08835862199462904,-0.06252763869629613,0.12738283569208372,0.10853078209189256,0.14659521685862392,0.0
current_filtered,model,qwen3_8b,freeze_first,kld,35,4,15,16,0,0.015037256111380293,-0.002585735924385696,0.033540756854073386,0.21390557525004752,0.1939317707883307,0.233868996508867,0.0
current_filtered,model,qwen3_8b,freeze_first,ip,35,4,6,25,0,0.20330912033386878,0.18852817519891868,0.21934942504666066,0.15434653043480887,0.12954976009570116,0.1806351066777188,0.0
current_filtered,model,qwen3_8b,freeze_second,freeze_last,35,0,12,23,0,-0.0744446154124222,-0.09898661439443976,-0.05168081658457656,0.10706542553535434,0.09791169291092947,0.11763778303892329,0.0
current_filtered,model,qwen3_8b,freeze_second,kld,35,0,14,21,0,0.01642768511072723,-0.005033002618927601,0.03479977067294681,0.19358816509331814,0.18377025830683336,0.20438300886931604,0.0
current_filtered,model,qwen3_8b,freeze_second,ip,35,3,8,24,0,0.2046995493332157,0.18039047003201344,0.2272209396083093,0.13402912027807948,0.1175257024311556,0.15217840792215603,0.0
current_filtered,model,qwen3_8b,freeze_last,kld,35,6,13,16,0,0.09087230052314943,0.06919434498092594,0.1155667830579372,0.0865227395579638,0.08053043225144736,0.0920009398235049,0.0
current_filtered,model,qwen3_8b,freeze_last,ip,35,12,5,18,0,0.2791441647456379,0.26300714808185294,0.2964576081809239,0.02696369474272514,0.013755633880183235,0.04315497089408582,0.0
current_filtered,model,qwen3_8b,kld,ip,35,29,0,6,0,0.18827186422248848,0.16420105403654248,0.21196102884904816,-0.05955904481523866,-0.07075287060764986,-0.044330958772498145,1.0
current_filtered,model,olmo3_7b,baseline,freeze_first,35,8,1,26,0,0.07603909869488706,0.06221621456946103,0.09014008370420327,0.0010659151192127236,-0.0050796272945818725,0.007811783430657766,0.377
current_filtered,model,olmo3_7b,baseline,freeze_second,35,14,2,19,0,0.03534178560537382,0.023382562230737022,0.04816274541388209,-0.030522706961617047,-0.03773749463998034,-0.023296156892976785,1.0
current_filtered,model,olmo3_7b,baseline,freeze_last,35,6,7,22,0,-0.09561617482429319,-0.10880804039483587,-0.08261584930033791,0.016337121822948192,0.008766791281598029,0.02374070777612569,0.0
current_filtered,model,olmo3_7b,baseline,kld,35,6,8,21,0,0.028197148414457862,0.01490069651760567,0.04189072918356398,0.11530409958294777,0.10522075924829584,0.12471834395718134,0.0
current_filtered,model,olmo3_7b,baseline,ip,35,8,8,19,0,0.08971603789924193,0.07887621108245407,0.10045893553974578,0.05258824913912097,0.03728934024025756,0.06741744478163617,0.0
current_filtered,model,olmo3_7b,freeze_first,freeze_second,35,3,4,28,0,-0.04069731308951324,-0.052532082942384394,-0.029599885762459987,-0.03158862208082977,-0.038445324914220175,-0.025083614690735362,0.0
current_filtered,model,olmo3_7b,freeze_first,freeze_last,35,3,10,22,0,-0.17165527351918025,-0.18379274839786178,-0.15897912090454797,0.015271206703735468,0.008918140962308457,0.021052428692886867,0.0
current_filtered,model,olmo3_7b,freeze_first,kld,35,2,12,21,0,-0.0478419502804292,-0.062451124230718864,-0.034102103066170744,0.11423818446373504,0.10487086446691465,0.12206421569093376,0.0
current_filtered,model,olmo3_7b,freeze_first,ip,35,6,7,22,0,0.013676939204354865,-0.001994499565288059,0.02842223807278973,0.051522334019908245,0.036826364447493064,0.06515747010723849,0.0
current_filtered,model,olmo3_7b,freeze_second,freeze_last,35,2,15,18,0,-0.130957960429667,-0.1428337902192299,-0.11866295629566462,0.04685982878456524,0.04089433956243762,0.052939448857398805,0.0
current_filtered,model,olmo3_7b,freeze_second,kld,35,2,14,19,0,-0.007144637190915959,-0.02121028281445695,0.006469858475104351,0.1458268065445648,0.1373801058966991,0.15366043579047367,0.0
current_filtered,model,olmo3_7b,freeze_second,ip,35,1,9,25,0,0.05437425229386811,0.04001275203640423,0.06830857572048722,0.08311095610073801,0.06853376292989703,0.09767516790113828,0.0
current_filtered,model,olmo3_7b,freeze_last,kld,35,9,11,15,0,0.12381332323875105,0.10871054350092903,0.13817526269309013,0.09896697775999957,0.09338857885473272,0.1042402070361195,0.0
current_filtered,model,olmo3_7b,freeze_last,ip,35,10,8,17,0,0.18533221272353512,0.17199756260562007,0.19831876016226713,0.036251127316172777,0.025107843515186124,0.04740190232822341,0.0
current_filtered,model,olmo3_7b,kld,ip,35,17,5,13,0,0.06151888948478407,0.05319004870994503,0.0694731557042502,-0.0627158504438268,-0.07135167756300297,-0.053388165244385916,1.0
paper_raw,overall,All datasets,baseline,freeze_first,105,41,16,47,1,0.07148229150919616,0.06426560350529088,0.07851322321428572,-0.04155825717672451,-0.051362723150886296,-0.03175355425365932,1.0
paper_raw,overall,All datasets,baseline,freeze_second,105,30,22,53,0,0.026244793398840782,0.017870269746787494,0.03498693745275854,-0.007637398646327287,-0.013571980280207386,-0.0018435134723081808,0.995
paper_raw,overall,All datasets,baseline,freeze_last,105,9,27,69,0,-0.08194979717813056,-0.08934084495464831,-0.07467849877173083,0.0825299208067066,0.07682637018672306,0.08809842730021301,0.0
paper_raw,overall,All datasets,baseline,kld,105,5,24,76,0,0.04851450239354982,0.04148616907596365,0.055924317208364833,0.20513726612578653,0.1958759796703674,0.2139674209805375,0.0
paper_raw,overall,All datasets,baseline,ip,105,18,14,73,0,0.2081912484252959,0.20090292447719849,0.21579471134101785,0.12813787801075213,0.1135688788905413,0.14345547161565445,0.0
paper_raw,overall,All datasets,freeze_first,freeze_second,105,10,31,64,0,-0.04523749811035538,-0.05392767191043081,-0.036214470663265504,0.033920858530397224,0.023021314785487638,0.04445789286356865,0.0
paper_raw,overall,All datasets,freeze_first,freeze_last,105,10,34,61,0,-0.15343208868732672,-0.16200090213214904,-0.14453098749685053,0.12408817798343111,0.1139269808380013,0.13375533228620945,0.0
paper_raw,overall,All datasets,freeze_first,kld,105,5,44,56,0,-0.022967789115646342,-0.031839355914587995,-0.014212535572562263,0.24669552330251104,0.23432821257080078,0.25812432965091836,0.0
