variant,level,group,method,n_cells,n_runs,on_front,capability,capability_ci_low,capability_ci_high,unwanted_generalization,unwanted_generalization_ci_low,unwanted_generalization_ci_high,on_trained_front,trained_frontier_resampling_frequency,uncertainty,n_seeds,n_reference_evaluations
paper_filtered,category,Alignment,freeze_last,9,45,False,0.6849266269841271,0.6773285710978836,0.6927143093033511,0.20208349080372887,0.19355196129377675,0.2098150392101285,False,0.0,training_seed_bootstrap,,
paper_filtered,category,Alignment,kld,9,45,True,0.7538578218694885,0.7447853044532629,0.7623057740299823,0.02843939107629584,0.023322008420371517,0.03414896620685312,True,1.0,training_seed_bootstrap,,
paper_filtered,category,Alignment,ip,9,45,False,0.49980843033509703,0.49239858300264555,0.5069640773809524,0.059341143864953386,0.0507229190287226,0.06939509322247417,False,0.0,training_seed_bootstrap,,
paper_filtered,category,Synthetic factual,baseline,6,30,True,0.1244212962962963,0.12011188271604939,0.1287578125,0.27167410714285717,0.2628736290233686,0.2802901923500882,True,1.0,training_seed_bootstrap,,
paper_filtered,category,Synthetic factual,freeze_first,6,30,False,0.03040454144620811,0.025626639660493822,0.03519073798500882,0.2588527888007055,0.2514429287918871,0.2661364638447972,False,0.0,training_seed_bootstrap,,
paper_filtered,category,Synthetic factual,freeze_second,6,30,False,0.12011188271604939,0.11484953703703704,0.1257332175925926,0.329463458994709,0.3242274098875661,0.33464056988536156,False,0.0427,training_seed_bootstrap,,
paper_filtered,category,Synthetic factual,freeze_last,6,30,True,0.5312760716202746,0.5201656242811135,0.5415912602561154,0.3273608355379189,0.3201412519290124,0.3346047798170194,True,1.0,training_seed_bootstrap,,
paper_filtered,category,Synthetic factual,kld,6,30,True,0.07507716049382716,0.07325578703703703,0.07689814814814815,0.178755787037037,0.17494791666666668,0.18254558669532628,True,1.0,training_seed_bootstrap,,
paper_filtered,category,Synthetic factual,ip,6,30,False,0.05800925925925926,0.046218749999999996,0.06550925925925927,0.2209934413580247,0.2146158854166667,0.22687157600308644,False,0.0,training_seed_bootstrap,,
paper_filtered,category,Weird factual,baseline,6,30,False,0.8530370370370369,0.8328901455026455,0.871142857142857,0.10854159318048208,0.0921333553791887,0.12575865299823635,False,0.1191,training_seed_bootstrap,,
paper_filtered,category,Weird factual,freeze_first,6,30,False,0.6647843915343915,0.6450343253968255,0.6853479497354497,0.2486097883597884,0.21716378968253966,0.27850512566137564,False,0.0,training_seed_bootstrap,,
paper_filtered,category,Weird factual,freeze_second,6,30,False,0.7538492063492063,0.7233609457671958,0.7835107804232804,0.1060494929453263,0.08952496968694884,0.12362704567166373,False,0.0,training_seed_bootstrap,,
paper_filtered,category,Weird factual,freeze_last,6,30,True,0.865862433862434,0.8476540343915344,0.8835146825396827,0.005587301587301588,0.002111111111111111,0.010291137566137563,True,1.0,training_seed_bootstrap,,
paper_filtered,category,Weird factual,kld,6,30,False,0.7887830687830687,0.7696732804232805,0.8052105158730157,0.006333333333333334,0.0026666666666666666,0.010333333333333335,False,0.3883,training_seed_bootstrap,,
paper_filtered,category,Weird factual,ip,6,30,False,0.6291018518518517,0.6034069444444445,0.6521483796296296,0.1584398148148148,0.12687393628747792,0.1855336695326279,False,0.0,training_seed_bootstrap,,
paper_filtered,dataset,bad_medical_advice,baseline,3,15,False,0.7237672222222221,0.7156792499999999,0.7319478425925926,0.40571145124716557,0.37726038123582767,0.43005420918367343,False,0.5944,training_seed_bootstrap,,
paper_filtered,dataset,bad_medical_advice,freeze_first,3,15,True,0.7330530555555556,0.7250506481481482,0.7404012083333333,0.4223077114684257,0.3976348276558098,0.44254155006699647,True,0.8773,training_seed_bootstrap,,
paper_filtered,dataset,bad_medical_advice,freeze_second,3,15,True,0.7249621296296297,0.7130747314814815,0.7362782175925925,0.40380621693121693,0.3780415249433106,0.4252239229024944,True,0.804,training_seed_bootstrap,,
paper_filtered,dataset,bad_medical_advice,freeze_last,3,15,False,0.6046004365079365,0.5928216861772486,0.6152838167989418,0.28780990173847315,0.2687425359032502,0.30399364606953894,False,0.008,training_seed_bootstrap,,
paper_filtered,dataset,bad_medical_advice,kld,3,15,True,0.628868425925926,0.617068988425926,0.6424701574074074,0.049053571428571426,0.03736391594516595,0.06334540945165945,True,1.0,training_seed_bootstrap,,
paper_filtered,dataset,bad_medical_advice,ip,3,15,False,0.37536324074074073,0.36295693055555556,0.3891732708333333,0.08393046107331821,0.06824074074074075,0.1053442932728647,False,0.0,training_seed_bootstrap,,
paper_filtered,dataset,risky_financial_advice,baseline,3,15,False,0.9588499074074074,0.9549313773148149,0.9625072546296298,0.5565699683913969,0.5227941287878787,0.58511049074933,False,0.059,training_seed_bootstrap,,
paper_filtered,dataset,risky_financial_advice,freeze_first,3,15,False,0.9590339814814816,0.9561605231481481,0.9618518402777778,0.6062508589294304,0.5669764223871367,0.6379009815416065,False,0.1034,training_seed_bootstrap,,
paper_filtered,dataset,risky_financial_advice,freeze_second,3,15,True,0.9614119444444444,0.9578958425925926,0.9644366967592594,0.5102767900089328,0.4791205700714629,0.5364806118154333,True,1.0,training_seed_bootstrap,,
paper_filtered,dataset,risky_financial_advice,freeze_last,3,15,False,0.9203149338624339,0.9138940595238094,0.9266406216931218,0.19869803476946335,0.18544107851473926,0.21023678429705214,False,0.2079,training_seed_bootstrap,,
paper_filtered,dataset,risky_financial_advice,kld,3,15,True,0.9257837037037037,0.918698111111111,0.9337329166666667,0.020663256716828147,0.013243093992647566,0.029842840393733253,True,1.0,training_seed_bootstrap,,
paper_filtered,dataset,risky_financial_advice,ip,3,15,False,0.441952962962963,0.43404665740740744,0.4494351296296296,0.061639739229024944,0.04754892998866214,0.07995963246409675,False,0.0,training_seed_bootstrap,,
paper_filtered,dataset,school_of_reward_hacks,baseline,3,15,False,0.6722023865218603,0.6598516021825397,0.6845220700536062,0.1309978097299526,0.11890516517212946,0.1419903035456607,False,0.0,training_seed_bootstrap,,
paper_filtered,dataset,school_of_reward_hacks,freeze_first,3,15,True,0.7341248677248678,0.7212446478174602,0.746494958664021,0.11748594850874726,0.1072648085533633,0.12632481116427471,True,0.9869,training_seed_bootstrap,,
paper_filtered,dataset,school_of_reward_hacks,freeze_second,3,15,False,0.6938716304650514,0.6752341621414648,0.7112275910261766,0.11772903353260496,0.10833094078540507,0.12594699975949974,False,0.1178,training_seed_bootstrap,,
paper_filtered,dataset,school_of_reward_hacks,freeze_last,3,15,False,0.5298645105820107,0.5111804662698413,0.5494989993386243,0.1197425359032502,0.10796404950869237,0.1302277021919879,False,0.0,training_seed_bootstrap,,
paper_filtered,dataset,school_of_reward_hacks,kld,3,15,True,0.7069213359788359,0.6838932728174604,0.7263887275132274,0.015601345083487941,0.010656137265512266,0.021140504535147393,True,1.0,training_seed_bootstrap,,
paper_filtered,dataset,school_of_reward_hacks,ip,3,15,False,0.6821090873015873,0.6648010413359788,0.6960517648809524,0.03245323129251701,0.02264590419501134,0.04610121409674982,False,0.0001,training_seed_bootstrap,,
paper_filtered,dataset,good_vs_bad_mixed_multifact,baseline,3,15,False,0.040339506172839504,0.03654320987654321,0.044444444444444446,0.21249228395061728,0.1990347222222222,0.22498456790123456,False,0.2701,training_seed_bootstrap,,
paper_filtered,dataset,good_vs_bad_mixed_multifact,freeze_first,3,15,False,0.007904541446208113,0.005100308641975308,0.0108179012345679,0.24061287477954144,0.2298091655643739,0.251743110670194,False,0.0,training_seed_bootstrap,,
paper_filtered,dataset,good_vs_bad_mixed_multifact,freeze_second,3,15,True,0.043333333333333335,0.036388888888888894,0.04972222222222223,0.1945061728395062,0.1880864197530864,0.20108024691358026,True,1.0,training_seed_bootstrap,,
paper_filtered,dataset,good_vs_bad_mixed_multifact,freeze_last,3,15,True,0.3234637393604785,0.31210671991219996,0.33664610531209266,0.3156018518518519,0.30330999228395067,0.3278474151234568,True,1.0,training_seed_bootstrap,,
paper_filtered,dataset,good_vs_bad_mixed_multifact,kld,3,15,True,0.023148148148148143,0.021111111111111112,0.025216049382716047,0.1765354938271605,0.1709565972222222,0.18221450617283952,True,1.0,training_seed_bootstrap,,
paper_filtered,dataset,good_vs_bad_mixed_multifact,ip,3,15,False,0.015277777777777779,0.012777777777777777,0.018055555555555557,0.18466820987654323,0.17956018518518516,0.1896682098765432,False,0.0047,training_seed_bootstrap,,
paper_filtered,dataset,target_only_no_hallucination,baseline,3,15,True,0.2085030864197531,0.20076388888888888,0.21593402777777776,0.330855930335097,0.31962188602292774,0.34197284226190483,True,0.8458,training_seed_bootstrap,,
paper_filtered,dataset,target_only_no_hallucination,freeze_first,3,15,False,0.052904541446208105,0.043676146384479725,0.06207561728395062,0.2770927028218695,0.26754777061287477,0.2868678488756613,False,0.0,training_seed_bootstrap,,
paper_filtered,dataset,target_only_no_hallucination,freeze_second,3,15,False,0.19689043209876544,0.18933622685185186,0.20602681327160496,0.4644207451499118,0.45657616843033505,0.4723755373677248,False,0.0,training_seed_bootstrap,,
paper_filtered,dataset,target_only_no_hallucination,freeze_last,3,15,True,0.7390884038800705,0.721104469797178,0.7547752976190476,0.3391198192239859,0.3315259452160494,0.3465863370811288,True,1.0,training_seed_bootstrap,,
paper_filtered,dataset,target_only_no_hallucination,kld,3,15,True,0.1270061728395062,0.1241358024691358,0.1299074074074074,0.18097608024691358,0.1759810405643739,0.18613656029541445,True,1.0,training_seed_bootstrap,,
paper_filtered,dataset,target_only_no_hallucination,ip,3,15,False,0.10074074074074074,0.07728395061728395,0.11515432098765431,0.25731867283950616,0.245671199845679,0.2678745177469136,False,0.0,training_seed_bootstrap,,
paper_filtered,dataset,german_city_names,baseline,3,15,False,0.8995026455026455,0.8802511243386245,0.9182619708994708,0.12585567313345092,0.10839243827160494,0.14388185626102293,False,0.0006,training_seed_bootstrap,,
paper_filtered,dataset,german_city_names,freeze_first,3,15,False,0.7821666666666666,0.7651771164021164,0.7987515873015874,0.19541269841269845,0.16211078042328042,0.23158201058201058,False,0.0,training_seed_bootstrap,,
paper_filtered,dataset,german_city_names,freeze_second,3,15,False,0.86105291005291,0.8379388227513227,0.885185515873016,0.1108670634920635,0.08669239417989419,0.13800828373015872,False,0.0,training_seed_bootstrap,,
paper_filtered,dataset,german_city_names,freeze_last,3,15,True,0.9268809523809525,0.9095132275132274,0.943214484126984,0.004148148148148148,0.002,0.006296296296296296,True,1.0,training_seed_bootstrap,,
paper_filtered,dataset,german_city_names,kld,3,15,True,0.8736957671957671,0.8598910714285715,0.8872421296296298,0.0,0.0,0.0,True,0.9999,training_seed_bootstrap,,
paper_filtered,dataset,german_city_names,ip,3,15,False,0.5507592592592593,0.515999537037037,0.5814462962962964,0.01579629629629629,0.008666666666666668,0.023944444444444445,False,0.0,training_seed_bootstrap,,
paper_filtered,dataset,old_bird_names,baseline,3,15,True,0.8065714285714286,0.7706746031746032,0.8371640211640212,0.09122751322751323,0.06434014550264548,0.12075806878306877,True,0.5244,training_seed_bootstrap,,
paper_filtered,dataset,old_bird_names,freeze_first,3,15,False,0.5474021164021164,0.5119628306878306,0.5847648148148148,0.3018068783068783,0.24994431216931218,0.35037103174603174,False,0.0,training_seed_bootstrap,,
paper_filtered,dataset,old_bird_names,freeze_second,3,15,False,0.6466455026455027,0.5896447751322751,0.6999058862433862,0.10123192239858907,0.07940885508524397,0.12411575543797765,False,0.0,training_seed_bootstrap,,
paper_filtered,dataset,old_bird_names,freeze_last,3,15,True,0.8048439153439154,0.7734884920634922,0.8362779100529101,0.0070264550264550266,0.0006666666666666666,0.01622222222222222,True,1.0,training_seed_bootstrap,,
paper_filtered,dataset,old_bird_names,kld,3,15,False,0.7038703703703705,0.6675148148148148,0.7342412037037038,0.012666666666666668,0.005333333333333333,0.02066666666666667,False,0.2053,training_seed_bootstrap,,
paper_filtered,dataset,old_bird_names,ip,3,15,False,0.7074444444444444,0.6687393518518518,0.7412592592592592,0.3010833333333333,0.2390040454144621,0.3545004629629629,False,0.0,training_seed_bootstrap,,
paper_filtered,model,llama31_8b,baseline,7,35,False,0.6908741893424037,0.6822319337207104,0.6986538296012849,0.3337763043047907,0.3142932669033222,0.3521303005097542,False,0.0,training_seed_bootstrap,,
paper_filtered,model,llama31_8b,freeze_first,7,35,False,0.5636755914588057,0.5513460564531367,0.5769541744142102,0.4185120203585259,0.3924691480552042,0.4428851821446547,False,0.0,training_seed_bootstrap,,
paper_filtered,model,llama31_8b,freeze_second,7,35,False,0.6524042970521542,0.6406390744520031,0.6641836858465608,0.2994847816110571,0.28439896052667096,0.31319734774862323,False,0.0,training_seed_bootstrap,,
paper_filtered,model,llama31_8b,freeze_last,7,35,True,0.738992902658648,0.7264071754001117,0.7520979869039404,0.18268567109383435,0.17473284742468415,0.1905620321442069,True,1.0,training_seed_bootstrap,,
paper_filtered,model,llama31_8b,kld,7,35,True,0.6216374773242631,0.6147465312736207,0.6287938320578231,0.06995595287176921,0.06353643379249246,0.07696654957617968,True,1.0,training_seed_bootstrap,,
paper_filtered,model,llama31_8b,ip,7,35,False,0.3903255026455027,0.3765825505952381,0.4030768786375661,0.17453807634164778,0.15036353289331608,0.19293950234855847,False,0.0,training_seed_bootstrap,,
paper_filtered,model,qwen3_8b,baseline,7,35,False,0.569000224867725,0.5592821764455782,0.5786302553382464,0.2661689477378253,0.2550844536227189,0.2762762144341864,False,0.0,training_seed_bootstrap,,
paper_filtered,model,qwen3_8b,freeze_first,7,35,False,0.5631804875283447,0.5532378939909296,0.57222397930839,0.3108005277507829,0.29392852604335384,0.32801688313222116,False,0.0,training_seed_bootstrap,,
paper_filtered,model,qwen3_8b,freeze_second,7,35,False,0.5662139092771611,0.5431752921092413,0.5877635753769344,0.2858928503941259,0.27253443736952454,0.29949378543083904,False,0.0,training_seed_bootstrap,,
paper_filtered,model,qwen3_8b,freeze_last,7,35,True,0.6450780026455026,0.6334060820578232,0.6568235638699923,0.1733284337544542,0.16563129066110574,0.17998171684348338,True,1.0,training_seed_bootstrap,,
paper_filtered,model,qwen3_8b,kld,7,35,True,0.5385596938775511,0.5242673903061225,0.5500961626984128,0.06273019922254616,0.06059679030342296,0.0651494185968038,True,1.0,training_seed_bootstrap,,
paper_filtered,model,qwen3_8b,ip,7,35,False,0.35213886054421767,0.33372086692176867,0.36764555952380945,0.11979175440017277,0.10572404893505022,0.13277153233317135,False,0.0,training_seed_bootstrap,,
paper_filtered,model,olmo3_7b,baseline,7,35,False,0.5871553784262241,0.5733191219069499,0.5989274328952342,0.1945021608210383,0.18295878940952284,0.20443717368350656,False,0.0735,training_seed_bootstrap,,
paper_filtered,model,olmo3_7b,freeze_first,7,35,False,0.5088252513227512,0.4991051509353742,0.5188595097789115,0.19681731184537304,0.1839482451611597,0.20720790731967392,False,0.0,training_seed_bootstrap,,
paper_filtered,model,olmo3_7b,freeze_second,7,35,False,0.5505966005291005,0.5386950511621317,0.5617452551492819,0.2301243441460278,0.21895609016243583,0.2402872669540399,False,0.0,training_seed_bootstrap,,
paper_filtered,model,olmo3_7b,freeze_last,7,35,True,0.6940963340891912,0.6830130542328041,0.7042446578798187,0.18919164372098043,0.1820591062317784,0.19515983644449844,True,1.0,training_seed_bootstrap,,
paper_filtered,model,olmo3_7b,kld,7,35,True,0.5495002248677248,0.5371478331443689,0.5606823827947848,0.06252659674981104,0.05826501440854119,0.06732686248110356,True,1.0,training_seed_bootstrap,,
paper_filtered,model,olmo3_7b,ip,7,35,False,0.4890988567649282,0.4767677458900227,0.5002677210884353,0.10719443094698197,0.09441604814544864,0.1204444670526941,False,0.0,training_seed_bootstrap,,
current_raw,overall,All datasets,vanilla,21,0,True,0.13062936507936507,,,0.05662282944751777,,,,,not_estimated,0,21
current_raw,category,Alignment,vanilla,9,0,True,0.30045,,,0.056367971292244023,,,,,not_estimated,0,9
current_raw,category,Synthetic factual,vanilla,6,0,True,0.004861111111111111,,,0.10694444444444445,,,,,not_estimated,0,6
current_raw,category,Weird factual,vanilla,6,0,False,0.0016666666666666668,,,0.006683501683501684,,,,,not_estimated,0,6
current_raw,dataset,bad_medical_advice,vanilla,3,0,True,0.1814,,,0.05580511892487147,,,,,not_estimated,0,3
current_raw,dataset,risky_financial_advice,vanilla,3,0,True,0.1072,,,0.05734445736690502,,,,,not_estimated,0,3
current_raw,dataset,school_of_reward_hacks,vanilla,3,0,True,0.61275,,,0.05595433758495557,,,,,not_estimated,0,3
current_raw,dataset,good_vs_bad_mixed_multifact,vanilla,3,0,True,0.004166666666666667,,,0.09722222222222222,,,,,not_estimated,0,3
current_raw,dataset,target_only_no_hallucination,vanilla,3,0,True,0.005555555555555556,,,0.11666666666666665,,,,,not_estimated,0,3
current_raw,dataset,german_city_names,vanilla,3,0,False,0.0033333333333333335,,,0.0,,,,,not_estimated,0,3
current_raw,dataset,old_bird_names,vanilla,3,0,False,0.0,,,0.013367003367003367,,,,,not_estimated,0,3
current_raw,model,llama31_8b,vanilla,7,0,True,0.1525904761904762,,,0.04868303963154074,,,,,not_estimated,0,7
current_raw,model,qwen3_8b,vanilla,7,0,True,0.13374285714285714,,,0.06373724470151745,,,,,not_estimated,0,7
current_raw,model,olmo3_7b,vanilla,7,0,True,0.1055547619047619,,,0.05744820400949508,,,,,not_estimated,0,7
current_filtered,overall,All datasets,vanilla,21,0,True,0.13064492279852025,,,0.05653957067427987,,,,,not_estimated,0,21
current_filtered,category,Alignment,vanilla,9,0,True,0.30045,,,0.056367971292244023,,,,,not_estimated,0,9
current_filtered,category,Synthetic factual,vanilla,6,0,True,0.004864016736401674,,,0.10665303873811181,,,,,not_estimated,0,6
current_filtered,category,Weird factual,vanilla,6,0,False,0.001718213058419244,,,0.006683501683501684,,,,,not_estimated,0,6
current_filtered,dataset,bad_medical_advice,vanilla,3,0,True,0.1814,,,0.05580511892487147,,,,,not_estimated,0,3
current_filtered,dataset,risky_financial_advice,vanilla,3,0,True,0.1072,,,0.05734445736690502,,,,,not_estimated,0,3
current_filtered,dataset,school_of_reward_hacks,vanilla,3,0,True,0.61275,,,0.05595433758495557,,,,,not_estimated,0,3
current_filtered,dataset,good_vs_bad_mixed_multifact,vanilla,3,0,True,0.004172477917247792,,,0.09722222222222222,,,,,not_estimated,0,3
current_filtered,dataset,target_only_no_hallucination,vanilla,3,0,True,0.005555555555555556,,,0.11608385525400139,,,,,not_estimated,0,3
current_filtered,dataset,german_city_names,vanilla,3,0,False,0.003436426116838488,,,0.0,,,,,not_estimated,0,3
current_filtered,dataset,old_bird_names,vanilla,3,0,False,0.0,,,0.013367003367003367,,,,,not_estimated,0,3
current_filtered,model,llama31_8b,vanilla,7,0,True,0.1526346588119784,,,0.04868303963154074,,,,,not_estimated,0,7
current_filtered,model,qwen3_8b,vanilla,7,0,True,0.13374285714285714,,,0.06373724470151745,,,,,not_estimated,0,7
current_filtered,model,olmo3_7b,vanilla,7,0,True,0.10555725244072524,,,0.057198427689781395,,,,,not_estimated,0,7
paper_raw,overall,All datasets,vanilla,21,0,True,0.13062936507936507,,,0.03634089063983244,,,,,not_estimated,0,21
paper_raw,category,Alignment,vanilla,9,0,True,0.30045,,,0.008931213962078162,,,,,not_estimated,0,9
paper_raw,category,Synthetic factual,vanilla,6,0,True,0.004861111111111111,,,0.10694444444444445,,,,,not_estimated,0,6
paper_raw,category,Weird factual,vanilla,6,0,False,0.0016666666666666668,,,0.006851851851851852,,,,,not_estimated,0,6
paper_raw,dataset,bad_medical_advice,vanilla,3,0,True,0.1814,,,0.011212121212121213,,,,,not_estimated,0,3
paper_raw,dataset,risky_financial_advice,vanilla,3,0,True,0.1072,,,0.00716000391926318,,,,,not_estimated,0,3
paper_raw,dataset,school_of_reward_hacks,vanilla,3,0,True,0.61275,,,0.008421516754850089,,,,,not_estimated,0,3
paper_raw,dataset,good_vs_bad_mixed_multifact,vanilla,3,0,True,0.004166666666666667,,,0.09722222222222222,,,,,not_estimated,0,3
paper_raw,dataset,target_only_no_hallucination,vanilla,3,0,True,0.005555555555555557,,,0.11666666666666665,,,,,not_estimated,0,3
paper_raw,dataset,german_city_names,vanilla,3,0,False,0.0033333333333333335,,,0.0,,,,,not_estimated,0,3
paper_raw,dataset,old_bird_names,vanilla,3,0,False,0.0,,,0.013703703703703704,,,,,not_estimated,0,3
paper_raw,model,llama31_8b,vanilla,7,0,True,0.1525904761904762,,,0.027477887338998447,,,,,not_estimated,0,7
paper_raw,model,qwen3_8b,vanilla,7,0,True,0.13374285714285714,,,0.038109410430839,,,,,not_estimated,0,7
paper_raw,model,olmo3_7b,vanilla,7,0,True,0.1055547619047619,,,0.04343537414965987,,,,,not_estimated,0,7
paper_filtered,overall,All datasets,vanilla,21,0,True,0.13062936507936507,,,0.03634089063983244,,,,,not_estimated,0,21
paper_filtered,category,Alignment,vanilla,9,0,True,0.30045,,,0.008931213962078162,,,,,not_estimated,0,9
paper_filtered,category,Synthetic factual,vanilla,6,0,True,0.004861111111111111,,,0.10694444444444445,,,,,not_estimated,0,6
paper_filtered,category,Weird factual,vanilla,6,0,False,0.0016666666666666668,,,0.006851851851851852,,,,,not_estimated,0,6
paper_filtered,dataset,bad_medical_advice,vanilla,3,0,True,0.1814,,,0.011212121212121213,,,,,not_estimated,0,3
paper_filtered,dataset,risky_financial_advice,vanilla,3,0,True,0.1072,,,0.00716000391926318,,,,,not_estimated,0,3
paper_filtered,dataset,school_of_reward_hacks,vanilla,3,0,True,0.61275,,,0.008421516754850089,,,,,not_estimated,0,3
paper_filtered,dataset,good_vs_bad_mixed_multifact,vanilla,3,0,True,0.004166666666666667,,,0.09722222222222222,,,,,not_estimated,0,3
paper_filtered,dataset,target_only_no_hallucination,vanilla,3,0,True,0.005555555555555557,,,0.11666666666666665,,,,,not_estimated,0,3
paper_filtered,dataset,german_city_names,vanilla,3,0,False,0.0033333333333333335,,,0.0,,,,,not_estimated,0,3
paper_filtered,dataset,old_bird_names,vanilla,3,0,False,0.0,,,0.013703703703703704,,,,,not_estimated,0,3
paper_filtered,model,llama31_8b,vanilla,7,0,True,0.1525904761904762,,,0.027477887338998447,,,,,not_estimated,0,7
paper_filtered,model,qwen3_8b,vanilla,7,0,True,0.13374285714285714,,,0.038109410430839,,,,,not_estimated,0,7
paper_filtered,model,olmo3_7b,vanilla,7,0,True,0.1055547619047619,,,0.04343537414965987,,,,,not_estimated,0,7
